MaSP,TenSP,MoTaSP,SoLuongTonKho,LoaiSP,GiaSP
S1571,Hoa Mai 838,San Pham Tot,710,Quan Tang,352035
S1572,Nuoc Hoa 950,San Pham Tot,393,Quan Tang,873366
S1573,Hoa Mai 601,San Pham Tot,457,Hoa Sinh Nhat,629159
S1574,Son Moi 504,San Pham Tot,715,Quan Tang,495316
S1575,Hoa Tulip 994,San Pham Tot,129,Quan Tang,766785
S1576,Ao Khoac 521,San Pham Tot,407,Hoa Sinh Nhat,838234
S1577,Hoa Hong 783,San Pham Tot,810,Quan Tang,838652
S1578,Mascara 987,San Pham Tot,987,Quan Tang,905705
S1579,Hoa Lan 709,San Pham Tot,266,Hoa Sinh Nhat,715997
S1580,Mascara 931,San Pham Tot,814,Quan Tang,392542
S1581,Hoa Hue 575,San Pham Tot,850,Quan Tang,351133
S1582,Ao Khoac 684,San Pham Tot,993,Hoa Sinh Nhat,769600
S1583,Hoa Lan 961,San Pham Tot,835,Quan Tang,553941
S1584,Gau Bong 771,San Pham Tot,470,Quan Tang,868400
S1585,Hoa Mai 719,San Pham Tot,282,Hoa Sinh Nhat,809085
S1586,Gau Bong 509,San Pham Tot,330,Quan Tang,878213
S1587,Hoa Dam But 570,San Pham Tot,711,Quan Tang,224428
S1588,Nuoc Hoa 666,San Pham Tot,565,Hoa Sinh Nhat,281371
S1589,Hoa Lan 748,San Pham Tot,968,Quan Tang,270370
S1590,Nuoc Hoa 602,San Pham Tot,566,Quan Tang,287775
S1591,Hoa Hong 565,San Pham Tot,278,Hoa Sinh Nhat,743012
S1592,Gau Bong 509,San Pham Tot,991,Quan Tang,922659
S1593,Hoa Cuc 818,San Pham Tot,689,Quan Tang,769940
S1594,Kep Toc 556,San Pham Tot,675,Hoa Sinh Nhat,907947
S1595,Hoa Lan 509,San Pham Tot,334,Quan Tang,815888
S1596,Kep Toc 791,San Pham Tot,566,Quan Tang,525804
S1597,Hoa Hue 616,San Pham Tot,430,Hoa Sinh Nhat,996516
S1598,Nuoc Hoa 678,San Pham Tot,901,Quan Tang,651018
S1599,Hoa Anh Dao 877,San Pham Tot,737,Quan Tang,820039
S1600,Son Moi 919,San Pham Tot,309,Hoa Sinh Nhat,638560
S1601,Hoa Tigon 657,San Pham Tot,294,Quan Tang,437651
S1602,Gau Bong 534,San Pham Tot,830,Quan Tang,271030
S1603,Hoa Dam But 563,San Pham Tot,409,Hoa Sinh Nhat,440803
S1604,Ao Khoac 628,San Pham Tot,217,Quan Tang,890689
S1605,Hoa Tigon 955,San Pham Tot,592,Quan Tang,433122
S1606,Ao Khoac 779,San Pham Tot,679,Hoa Sinh Nhat,554470
S1607,Hoa Hue 727,San Pham Tot,267,Quan Tang,339509
S1608,Son Moi 708,San Pham Tot,776,Quan Tang,554545
S1609,Hoa Dam But 627,San Pham Tot,917,Hoa Sinh Nhat,693403
S1610,Nuoc Hoa 702,San Pham Tot,974,Quan Tang,607167
S1611,Hoa Anh Dao 868,San Pham Tot,337,Quan Tang,839316
S1612,Nuoc Hoa 531,San Pham Tot,232,Hoa Sinh Nhat,672749
S1613,Hoa Anh Dao 814,San Pham Tot,118,Quan Tang,216386
S1614,Son Moi 591,San Pham Tot,516,Quan Tang,794197
S1615,Hoa Tigon 606,San Pham Tot,685,Hoa Sinh Nhat,404811
S1616,Mascara 557,San Pham Tot,648,Quan Tang,995276
S1617,Hoa Hong 721,San Pham Tot,505,Quan Tang,216585
S1618,Gau Bong 817,San Pham Tot,124,Hoa Sinh Nhat,503806
S1619,Hoa Anh Dao 578,San Pham Tot,215,Quan Tang,349516
S1620,Mascara 826,San Pham Tot,855,Quan Tang,268078
S1621,Hoa Anh Dao 579,San Pham Tot,786,Hoa Sinh Nhat,773610
S1622,Son Moi 858,San Pham Tot,462,Quan Tang,251931
S1623,Hoa Tulip 623,San Pham Tot,715,Quan Tang,272191
S1624,Son Moi 588,San Pham Tot,513,Hoa Sinh Nhat,398492
S1625,Hoa Hue 611,San Pham Tot,167,Quan Tang,413046
S1626,Son Moi 985,San Pham Tot,809,Quan Tang,268831
S1627,Hoa Mai 679,San Pham Tot,601,Hoa Sinh Nhat,521697
S1628,Son Moi 959,San Pham Tot,283,Quan Tang,640054
S1629,Hoa Hue 679,San Pham Tot,520,Quan Tang,902063
S1630,Gau Bong 600,San Pham Tot,947,Hoa Sinh Nhat,394885
S1631,Hoa Lan 601,San Pham Tot,743,Quan Tang,448488
S1632,Gau Bong 880,San Pham Tot,429,Quan Tang,848769
S1633,Hoa Anh Dao 861,San Pham Tot,226,Hoa Sinh Nhat,899198
S1634,Ao Khoac 764,San Pham Tot,612,Quan Tang,289560
S1635,Hoa Anh Dao 728,San Pham Tot,385,Quan Tang,769480
S1636,Ao Khoac 502,San Pham Tot,708,Hoa Sinh Nhat,941175
S1637,Hoa Hong 996,San Pham Tot,101,Quan Tang,322009
S1638,Son Moi 623,San Pham Tot,458,Quan Tang,475885
S1639,Hoa Tigon 586,San Pham Tot,484,Hoa Sinh Nhat,835777
S1640,Gau Bong 616,San Pham Tot,326,Quan Tang,350497
S1641,Hoa Hong 908,San Pham Tot,748,Quan Tang,536760
S1642,Ao Khoac 786,San Pham Tot,313,Hoa Sinh Nhat,860622
S1643,Hoa Cuc 797,San Pham Tot,214,Quan Tang,645857
S1644,Gau Bong 706,San Pham Tot,429,Quan Tang,567521
S1645,Hoa Hong 559,San Pham Tot,970,Hoa Sinh Nhat,675294
S1646,Son Moi 764,San Pham Tot,741,Quan Tang,298464
S1647,Hoa Dam But 965,San Pham Tot,302,Quan Tang,294089
S1648,Ao Khoac 682,San Pham Tot,665,Hoa Sinh Nhat,565558
S1649,Hoa Mai 651,San Pham Tot,951,Quan Tang,685196
S1650,Mascara 998,San Pham Tot,145,Quan Tang,662414
S1651,Hoa Cuc 626,San Pham Tot,710,Hoa Sinh Nhat,845609
S1652,Ao Khoac 825,San Pham Tot,739,Quan Tang,566728
S1653,Hoa Cuc 914,San Pham Tot,763,Quan Tang,375348
S1654,Ao Khoac 502,San Pham Tot,731,Hoa Sinh Nhat,328861
S1655,Hoa Huong Duong 975,San Pham Tot,990,Quan Tang,852124
S1656,Ao Khoac 559,San Pham Tot,492,Quan Tang,491993
S1657,Hoa Lan 584,San Pham Tot,272,Hoa Sinh Nhat,774074
S1658,Son Moi 850,San Pham Tot,633,Quan Tang,473607
S1659,Hoa Cuc 847,San Pham Tot,612,Quan Tang,742383
S1660,Ao Khoac 771,San Pham Tot,116,Hoa Sinh Nhat,883189
S1661,Hoa Anh Dao 872,San Pham Tot,461,Quan Tang,875070
S1662,Son Moi 815,San Pham Tot,554,Quan Tang,467414
S1663,Hoa Anh Dao 620,San Pham Tot,603,Hoa Sinh Nhat,631043
S1664,Ao Khoac 644,San Pham Tot,904,Quan Tang,280535
S1665,Hoa Cuc 899,San Pham Tot,678,Quan Tang,407662
S1666,Nuoc Hoa 727,San Pham Tot,515,Hoa Sinh Nhat,671733
S1667,Hoa Tulip 691,San Pham Tot,970,Quan Tang,917053
S1668,Mascara 911,San Pham Tot,202,Quan Tang,501297
S1669,Hoa Huong Duong 931,San Pham Tot,782,Hoa Sinh Nhat,824495
S1670,Ao Khoac 855,San Pham Tot,690,Quan Tang,933656
S1671,Hoa Mai 934,San Pham Tot,814,Quan Tang,278603
S1672,Ao Khoac 767,San Pham Tot,199,Hoa Sinh Nhat,469739
S1673,Hoa Dam But 826,San Pham Tot,885,Quan Tang,879543
S1674,Mascara 654,San Pham Tot,464,Quan Tang,225039
S1675,Hoa Hong 957,San Pham Tot,379,Hoa Sinh Nhat,379877
S1676,Ao Khoac 631,San Pham Tot,151,Quan Tang,274859
S1677,Hoa Dam But 690,San Pham Tot,413,Quan Tang,813301
S1678,Gau Bong 867,San Pham Tot,180,Hoa Sinh Nhat,480053
S1679,Hoa Anh Dao 868,San Pham Tot,619,Quan Tang,411823
S1680,Mascara 948,San Pham Tot,201,Quan Tang,915958
S1681,Hoa Anh Dao 804,San Pham Tot,299,Hoa Sinh Nhat,693082
S1682,Ao Khoac 551,San Pham Tot,257,Quan Tang,710961
S1683,Hoa Dam But 697,San Pham Tot,224,Quan Tang,563462
S1684,Mascara 842,San Pham Tot,821,Hoa Sinh Nhat,208078
S1685,Hoa Dam But 963,San Pham Tot,915,Quan Tang,866196
S1686,Ao Khoac 653,San Pham Tot,530,Quan Tang,596863
S1687,Hoa Hong 814,San Pham Tot,331,Hoa Sinh Nhat,640650
S1688,Kep Toc 883,San Pham Tot,255,Quan Tang,991443
S1689,Hoa Huong Duong 852,San Pham Tot,548,Quan Tang,814635
S1690,Kep Toc 622,San Pham Tot,609,Hoa Sinh Nhat,813382
S1691,Hoa Dam But 793,San Pham Tot,680,Quan Tang,810432
S1692,Nuoc Hoa 931,San Pham Tot,565,Quan Tang,220733
S1693,Hoa Cuc 636,San Pham Tot,824,Hoa Sinh Nhat,801088
S1694,Ao Khoac 889,San Pham Tot,565,Quan Tang,532095
S1695,Hoa Hong 633,San Pham Tot,925,Quan Tang,486864
S1696,Kep Toc 720,San Pham Tot,669,Hoa Sinh Nhat,832872
S1697,Hoa Hong 536,San Pham Tot,578,Quan Tang,580093
S1698,Son Moi 899,San Pham Tot,998,Quan Tang,411715
S1699,Hoa Tigon 698,San Pham Tot,538,Hoa Sinh Nhat,451561
S1700,Nuoc Hoa 673,San Pham Tot,665,Quan Tang,701455
S1701,Hoa Tulip 923,San Pham Tot,176,Quan Tang,544009
S1702,Mascara 938,San Pham Tot,105,Hoa Sinh Nhat,606337
S1703,Hoa Tulip 633,San Pham Tot,506,Quan Tang,921783
S1704,Son Moi 508,San Pham Tot,469,Quan Tang,429741
S1705,Hoa Hue 943,San Pham Tot,330,Hoa Sinh Nhat,905166
S1706,Nuoc Hoa 879,San Pham Tot,601,Quan Tang,865927
S1707,Hoa Dam But 712,San Pham Tot,847,Quan Tang,546075
S1708,Son Moi 829,San Pham Tot,571,Hoa Sinh Nhat,523084
S1709,Hoa Anh Dao 654,San Pham Tot,733,Quan Tang,544166
S1710,Kep Toc 669,San Pham Tot,110,Quan Tang,522338
S1711,Hoa Cuc 632,San Pham Tot,317,Hoa Sinh Nhat,925626
S1712,Gau Bong 911,San Pham Tot,395,Quan Tang,310855
S1713,Hoa Dam But 903,San Pham Tot,670,Quan Tang,493654
S1714,Son Moi 620,San Pham Tot,677,Hoa Sinh Nhat,467995
S1715,Hoa Dam But 578,San Pham Tot,449,Quan Tang,416529
S1716,Mascara 720,San Pham Tot,728,Quan Tang,661065
S1717,Hoa Lan 584,San Pham Tot,639,Hoa Sinh Nhat,805709
S1718,Gau Bong 856,San Pham Tot,164,Quan Tang,832373
S1719,Hoa Mai 547,San Pham Tot,802,Quan Tang,676435
S1720,Kep Toc 651,San Pham Tot,897,Hoa Sinh Nhat,314157
S1721,Hoa Hue 721,San Pham Tot,572,Quan Tang,840110
S1722,Nuoc Hoa 564,San Pham Tot,355,Quan Tang,344314
S1723,Hoa Mai 950,San Pham Tot,408,Hoa Sinh Nhat,799258
S1724,Nuoc Hoa 869,San Pham Tot,818,Quan Tang,288243
S1725,Hoa Tulip 691,San Pham Tot,355,Quan Tang,671908
S1726,Mascara 820,San Pham Tot,899,Hoa Sinh Nhat,850304
S1727,Hoa Lan 916,San Pham Tot,117,Quan Tang,206600
S1728,Ao Khoac 588,San Pham Tot,223,Quan Tang,417717
S1729,Hoa Huong Duong 520,San Pham Tot,244,Hoa Sinh Nhat,839295
S1730,Son Moi 953,San Pham Tot,141,Quan Tang,764668
S1731,Hoa Lan 709,San Pham Tot,523,Quan Tang,478749
S1732,Nuoc Hoa 967,San Pham Tot,364,Hoa Sinh Nhat,922722
S1733,Hoa Hong 804,San Pham Tot,705,Quan Tang,937348
S1734,Ao Khoac 648,San Pham Tot,753,Quan Tang,205546
S1735,Hoa Tulip 686,San Pham Tot,399,Hoa Sinh Nhat,402186
S1736,Mascara 718,San Pham Tot,722,Quan Tang,813720
S1737,Hoa Lan 612,San Pham Tot,497,Quan Tang,713090
S1738,Nuoc Hoa 975,San Pham Tot,400,Hoa Sinh Nhat,224476
S1739,Hoa Huong Duong 830,San Pham Tot,809,Quan Tang,602082
S1740,Son Moi 765,San Pham Tot,186,Quan Tang,670269
S1741,Hoa Lan 765,San Pham Tot,359,Hoa Sinh Nhat,734072
S1742,Ao Khoac 742,San Pham Tot,255,Quan Tang,958104
S1743,Hoa Anh Dao 718,San Pham Tot,623,Quan Tang,709524
S1744,Nuoc Hoa 522,San Pham Tot,681,Hoa Sinh Nhat,557575
S1745,Hoa Dam But 909,San Pham Tot,937,Quan Tang,301484
S1746,Kep Toc 724,San Pham Tot,545,Quan Tang,991748
S1747,Hoa Tigon 893,San Pham Tot,959,Hoa Sinh Nhat,550150
S1748,Son Moi 921,San Pham Tot,761,Quan Tang,526175
S1749,Hoa Tigon 575,San Pham Tot,687,Quan Tang,669277
S1750,Nuoc Hoa 541,San Pham Tot,476,Hoa Sinh Nhat,349408
S1751,Hoa Cuc 784,San Pham Tot,124,Quan Tang,284227
S1752,Mascara 546,San Pham Tot,675,Quan Tang,849534
S1753,Hoa Hong 949,San Pham Tot,234,Hoa Sinh Nhat,274922
S1754,Mascara 788,San Pham Tot,571,Quan Tang,618389
S1755,Hoa Anh Dao 532,San Pham Tot,547,Quan Tang,922857
S1756,Gau Bong 793,San Pham Tot,550,Hoa Sinh Nhat,292278
S1757,Hoa Dam But 742,San Pham Tot,570,Quan Tang,773830
S1758,Ao Khoac 784,San Pham Tot,223,Quan Tang,752906
S1759,Hoa Anh Dao 614,San Pham Tot,164,Hoa Sinh Nhat,233323
S1760,Gau Bong 821,San Pham Tot,946,Quan Tang,429873
S1761,Hoa Hong 848,San Pham Tot,936,Quan Tang,922291
S1762,Nuoc Hoa 897,San Pham Tot,842,Hoa Sinh Nhat,999893
S1763,Hoa Hong 882,San Pham Tot,824,Quan Tang,594279
S1764,Nuoc Hoa 535,San Pham Tot,159,Quan Tang,877716
S1765,Hoa Mai 637,San Pham Tot,198,Hoa Sinh Nhat,415484
S1766,Gau Bong 817,San Pham Tot,704,Quan Tang,814390
S1767,Hoa Tulip 707,San Pham Tot,167,Quan Tang,330979
S1768,Mascara 932,San Pham Tot,860,Hoa Sinh Nhat,942555
S1769,Hoa Lan 662,San Pham Tot,581,Quan Tang,810474
S1770,Son Moi 555,San Pham Tot,353,Quan Tang,805068
S1771,Hoa Hong 694,San Pham Tot,358,Hoa Sinh Nhat,316531
S1772,Mascara 930,San Pham Tot,951,Quan Tang,780749
S1773,Hoa Anh Dao 684,San Pham Tot,379,Quan Tang,619478
S1774,Mascara 686,San Pham Tot,956,Hoa Sinh Nhat,899736
S1775,Hoa Anh Dao 611,San Pham Tot,185,Quan Tang,560988
S1776,Son Moi 980,San Pham Tot,299,Quan Tang,208157
S1777,Hoa Tulip 752,San Pham Tot,376,Hoa Sinh Nhat,529481
S1778,Son Moi 810,San Pham Tot,706,Quan Tang,473258
S1779,Hoa Hue 823,San Pham Tot,402,Quan Tang,690451
S1780,Ao Khoac 607,San Pham Tot,355,Hoa Sinh Nhat,510961
S1781,Hoa Huong Duong 792,San Pham Tot,486,Quan Tang,499168
S1782,Kep Toc 625,San Pham Tot,217,Quan Tang,884821
S1783,Hoa Hong 831,San Pham Tot,155,Hoa Sinh Nhat,386171
S1784,Kep Toc 601,San Pham Tot,618,Quan Tang,406761
S1785,Hoa Anh Dao 580,San Pham Tot,381,Quan Tang,787172
S1786,Ao Khoac 669,San Pham Tot,888,Hoa Sinh Nhat,978184
S1787,Hoa Anh Dao 656,San Pham Tot,782,Quan Tang,330876
S1788,Mascara 723,San Pham Tot,603,Quan Tang,716368
S1789,Hoa Hong 617,San Pham Tot,865,Hoa Sinh Nhat,389002
S1790,Nuoc Hoa 841,San Pham Tot,604,Quan Tang,211568
S1791,Hoa Tigon 868,San Pham Tot,151,Quan Tang,495477
S1792,Nuoc Hoa 832,San Pham Tot,784,Hoa Sinh Nhat,961505
S1793,Hoa Hue 914,San Pham Tot,931,Quan Tang,687644
S1794,Mascara 988,San Pham Tot,751,Quan Tang,333817
S1795,Hoa Tigon 920,San Pham Tot,409,Hoa Sinh Nhat,306744
S1796,Gau Bong 644,San Pham Tot,878,Quan Tang,278557
S1797,Hoa Mai 535,San Pham Tot,955,Quan Tang,287444
S1798,Ao Khoac 664,San Pham Tot,853,Hoa Sinh Nhat,431904
S1799,Hoa Tigon 864,San Pham Tot,726,Quan Tang,733293
S1800,Mascara 960,San Pham Tot,482,Quan Tang,652246
S1801,Hoa Huong Duong 686,San Pham Tot,485,Hoa Sinh Nhat,384703
S1802,Mascara 519,San Pham Tot,308,Quan Tang,424845
S1803,Hoa Huong Duong 929,San Pham Tot,792,Quan Tang,918271
S1804,Ao Khoac 500,San Pham Tot,338,Hoa Sinh Nhat,688319
S1805,Hoa Cuc 680,San Pham Tot,241,Quan Tang,988231
S1806,Kep Toc 854,San Pham Tot,332,Quan Tang,929826
S1807,Hoa Hong 682,San Pham Tot,131,Hoa Sinh Nhat,214454
S1808,Mascara 914,San Pham Tot,957,Quan Tang,475443
S1809,Hoa Anh Dao 660,San Pham Tot,191,Quan Tang,521958
S1810,Ao Khoac 873,San Pham Tot,930,Hoa Sinh Nhat,815773
S1811,Hoa Tigon 755,San Pham Tot,761,Quan Tang,460983
S1812,Nuoc Hoa 725,San Pham Tot,632,Quan Tang,655586
S1813,Hoa Tigon 646,San Pham Tot,262,Hoa Sinh Nhat,809391
S1814,Nuoc Hoa 709,San Pham Tot,780,Quan Tang,455679
S1815,Hoa Huong Duong 912,San Pham Tot,392,Quan Tang,838804
S1816,Kep Toc 565,San Pham Tot,861,Hoa Sinh Nhat,316145
S1817,Hoa Hue 735,San Pham Tot,175,Quan Tang,688180
S1818,Mascara 882,San Pham Tot,104,Quan Tang,343886
S1819,Hoa Tulip 598,San Pham Tot,675,Hoa Sinh Nhat,934913
S1820,Ao Khoac 841,San Pham Tot,745,Quan Tang,575154
S1821,Hoa Anh Dao 598,San Pham Tot,691,Quan Tang,347755
S1822,Ao Khoac 604,San Pham Tot,708,Hoa Sinh Nhat,993514
S1823,Hoa Lan 926,San Pham Tot,520,Quan Tang,875010
S1824,Mascara 574,San Pham Tot,107,Quan Tang,749624
S1825,Hoa Huong Duong 687,San Pham Tot,594,Hoa Sinh Nhat,566329
S1826,Ao Khoac 715,San Pham Tot,531,Quan Tang,985218
S1827,Hoa Anh Dao 510,San Pham Tot,933,Quan Tang,812551
S1828,Nuoc Hoa 971,San Pham Tot,758,Hoa Sinh Nhat,946608
S1829,Hoa Hong 550,San Pham Tot,707,Quan Tang,213832
S1830,Ao Khoac 525,San Pham Tot,129,Quan Tang,814357
S1831,Hoa Hong 531,San Pham Tot,448,Hoa Sinh Nhat,652413
S1832,Son Moi 739,San Pham Tot,863,Quan Tang,983088
S1833,Hoa Dam But 645,San Pham Tot,783,Quan Tang,608304
S1834,Ao Khoac 616,San Pham Tot,255,Hoa Sinh Nhat,361708
S1835,Hoa Tulip 695,San Pham Tot,239,Quan Tang,693008
S1836,Kep Toc 540,San Pham Tot,332,Quan Tang,308298
S1837,Hoa Tigon 984,San Pham Tot,476,Hoa Sinh Nhat,248461
S1838,Gau Bong 667,San Pham Tot,446,Quan Tang,248445
S1839,Hoa Tulip 747,San Pham Tot,438,Quan Tang,382916
S1840,Kep Toc 813,San Pham Tot,296,Hoa Sinh Nhat,986464
S1841,Hoa Tigon 801,San Pham Tot,295,Quan Tang,480917
S1842,Mascara 777,San Pham Tot,684,Quan Tang,865053
S1843,Hoa Tigon 700,San Pham Tot,954,Hoa Sinh Nhat,586484
S1844,Son Moi 537,San Pham Tot,128,Quan Tang,497846
S1845,Hoa Anh Dao 738,San Pham Tot,231,Quan Tang,631657
S1846,Son Moi 554,San Pham Tot,718,Hoa Sinh Nhat,267521
S1847,Hoa Huong Duong 858,San Pham Tot,529,Quan Tang,470790
S1848,Mascara 753,San Pham Tot,951,Quan Tang,905689
S1849,Hoa Hong 893,San Pham Tot,524,Hoa Sinh Nhat,279589
S1850,Nuoc Hoa 552,San Pham Tot,130,Quan Tang,638987
S1851,Hoa Lan 515,San Pham Tot,348,Quan Tang,638609
S1852,Gau Bong 697,San Pham Tot,720,Hoa Sinh Nhat,697556
S1853,Hoa Lan 881,San Pham Tot,528,Quan Tang,404038
S1854,Gau Bong 699,San Pham Tot,121,Quan Tang,942994
S1855,Hoa Mai 589,San Pham Tot,707,Hoa Sinh Nhat,917564
S1856,Ao Khoac 532,San Pham Tot,135,Quan Tang,385923
S1857,Hoa Dam But 713,San Pham Tot,375,Quan Tang,825091
S1858,Nuoc Hoa 912,San Pham Tot,901,Hoa Sinh Nhat,731374
S1859,Hoa Cuc 625,San Pham Tot,877,Quan Tang,319217
S1860,Kep Toc 953,San Pham Tot,747,Quan Tang,397812
S1861,Hoa Mai 571,San Pham Tot,763,Hoa Sinh Nhat,333810
S1862,Son Moi 518,San Pham Tot,680,Quan Tang,582541
S1863,Hoa Hong 742,San Pham Tot,827,Quan Tang,695225
S1864,Nuoc Hoa 720,San Pham Tot,382,Hoa Sinh Nhat,527065
S1865,Hoa Lan 914,San Pham Tot,470,Quan Tang,333206
S1866,Son Moi 504,San Pham Tot,303,Quan Tang,298042
S1867,Hoa Dam But 535,San Pham Tot,966,Hoa Sinh Nhat,523433
S1868,Mascara 959,San Pham Tot,572,Quan Tang,577954
S1869,Hoa Dam But 987,San Pham Tot,297,Quan Tang,506370
S1870,Gau Bong 666,San Pham Tot,958,Hoa Sinh Nhat,843104
S1871,Hoa Tulip 515,San Pham Tot,736,Quan Tang,401209
S1872,Gau Bong 553,San Pham Tot,718,Quan Tang,943161
S1873,Hoa Anh Dao 860,San Pham Tot,235,Hoa Sinh Nhat,274143
S1874,Gau Bong 730,San Pham Tot,908,Quan Tang,348967
S1875,Hoa Hong 740,San Pham Tot,972,Quan Tang,278750
S1876,Gau Bong 970,San Pham Tot,835,Hoa Sinh Nhat,363199
S1877,Hoa Hong 653,San Pham Tot,916,Quan Tang,796512
S1878,Son Moi 887,San Pham Tot,580,Quan Tang,302387
S1879,Hoa Huong Duong 636,San Pham Tot,532,Hoa Sinh Nhat,692517
S1880,Mascara 664,San Pham Tot,286,Quan Tang,395117
S1881,Hoa Anh Dao 665,San Pham Tot,635,Quan Tang,730092
S1882,Kep Toc 717,San Pham Tot,314,Hoa Sinh Nhat,889681
S1883,Hoa Tulip 618,San Pham Tot,199,Quan Tang,532125
S1884,Gau Bong 522,San Pham Tot,892,Quan Tang,398373
S1885,Hoa Cuc 563,San Pham Tot,456,Hoa Sinh Nhat,266715
S1886,Son Moi 602,San Pham Tot,820,Quan Tang,553824
S1887,Hoa Hue 856,San Pham Tot,798,Quan Tang,649661
S1888,Kep Toc 993,San Pham Tot,903,Hoa Sinh Nhat,487315
S1889,Hoa Tulip 533,San Pham Tot,251,Quan Tang,675109
S1890,Nuoc Hoa 945,San Pham Tot,603,Quan Tang,639683
S1891,Hoa Mai 862,San Pham Tot,986,Hoa Sinh Nhat,342373
S1892,Ao Khoac 936,San Pham Tot,648,Quan Tang,306802
S1893,Hoa Anh Dao 882,San Pham Tot,600,Quan Tang,896942
S1894,Son Moi 574,San Pham Tot,574,Hoa Sinh Nhat,272615
S1895,Hoa Tigon 575,San Pham Tot,546,Quan Tang,824198
S1896,Kep Toc 787,San Pham Tot,740,Quan Tang,592996
S1897,Hoa Anh Dao 817,San Pham Tot,948,Hoa Sinh Nhat,756667
S1898,Mascara 888,San Pham Tot,597,Quan Tang,991290
S1899,Hoa Tigon 983,San Pham Tot,570,Quan Tang,300944
S1900,Gau Bong 903,San Pham Tot,727,Hoa Sinh Nhat,568705
S1901,Hoa Anh Dao 756,San Pham Tot,105,Quan Tang,673469
S1902,Mascara 575,San Pham Tot,600,Quan Tang,919790
S1903,Hoa Hue 812,San Pham Tot,454,Hoa Sinh Nhat,299405
S1904,Kep Toc 628,San Pham Tot,543,Quan Tang,789300
S1905,Hoa Mai 706,San Pham Tot,833,Quan Tang,899498
S1906,Kep Toc 788,San Pham Tot,834,Hoa Sinh Nhat,614655
S1907,Hoa Dam But 859,San Pham Tot,817,Quan Tang,642298
S1908,Mascara 545,San Pham Tot,985,Quan Tang,461617
S1909,Hoa Huong Duong 528,San Pham Tot,983,Hoa Sinh Nhat,926302
S1910,Kep Toc 563,San Pham Tot,541,Quan Tang,783458
S1911,Hoa Hue 724,San Pham Tot,902,Quan Tang,328702
S1912,Kep Toc 925,San Pham Tot,953,Hoa Sinh Nhat,732125
S1913,Hoa Lan 530,San Pham Tot,304,Quan Tang,279937
S1914,Gau Bong 844,San Pham Tot,230,Quan Tang,388004
S1915,Hoa Lan 577,San Pham Tot,384,Hoa Sinh Nhat,322321
S1916,Gau Bong 860,San Pham Tot,328,Quan Tang,380279
S1917,Hoa Tulip 656,San Pham Tot,554,Quan Tang,521692
S1918,Mascara 728,San Pham Tot,168,Hoa Sinh Nhat,257487
S1919,Hoa Cuc 725,San Pham Tot,304,Quan Tang,437651
S1920,Mascara 818,San Pham Tot,327,Quan Tang,640862
S1921,Hoa Tulip 916,San Pham Tot,463,Hoa Sinh Nhat,404759
S1922,Mascara 912,San Pham Tot,492,Quan Tang,783579
S1923,Hoa Cuc 756,San Pham Tot,770,Quan Tang,584410
S1924,Son Moi 563,San Pham Tot,598,Hoa Sinh Nhat,498781
S1925,Hoa Cuc 668,San Pham Tot,502,Quan Tang,622500
S1926,Gau Bong 761,San Pham Tot,478,Quan Tang,637996
S1927,Hoa Hue 649,San Pham Tot,272,Hoa Sinh Nhat,327577
S1928,Son Moi 834,San Pham Tot,368,Quan Tang,385012
S1929,Hoa Cuc 573,San Pham Tot,210,Quan Tang,819921
S1930,Nuoc Hoa 954,San Pham Tot,262,Hoa Sinh Nhat,426923
S1931,Hoa Cuc 765,San Pham Tot,849,Quan Tang,586522
S1932,Gau Bong 900,San Pham Tot,306,Quan Tang,977665
S1933,Hoa Huong Duong 629,San Pham Tot,771,Hoa Sinh Nhat,691280
S1934,Gau Bong 928,San Pham Tot,212,Quan Tang,407222
S1935,Hoa Dam But 547,San Pham Tot,660,Quan Tang,698952
S1936,Mascara 589,San Pham Tot,842,Hoa Sinh Nhat,335120
S1937,Hoa Huong Duong 685,San Pham Tot,138,Quan Tang,876682
S1938,Mascara 640,San Pham Tot,168,Quan Tang,604169
S1939,Hoa Tulip 748,San Pham Tot,884,Hoa Sinh Nhat,410242
S1940,Gau Bong 640,San Pham Tot,477,Quan Tang,683822
S1941,Hoa Hong 774,San Pham Tot,932,Quan Tang,814769
S1942,Gau Bong 884,San Pham Tot,939,Hoa Sinh Nhat,204636
S1943,Hoa Dam But 995,San Pham Tot,826,Quan Tang,921831
S1944,Ao Khoac 767,San Pham Tot,311,Quan Tang,877338
S1945,Hoa Tigon 544,San Pham Tot,331,Hoa Sinh Nhat,697469
S1946,Son Moi 790,San Pham Tot,579,Quan Tang,256956
S1947,Hoa Lan 954,San Pham Tot,333,Quan Tang,753881
S1948,Ao Khoac 734,San Pham Tot,900,Hoa Sinh Nhat,645226
S1949,Hoa Tigon 664,San Pham Tot,859,Quan Tang,902991
S1950,Gau Bong 908,San Pham Tot,146,Quan Tang,847140
S1951,Hoa Huong Duong 671,San Pham Tot,234,Hoa Sinh Nhat,695068
S1952,Son Moi 805,San Pham Tot,683,Quan Tang,533988
S1953,Hoa Tigon 910,San Pham Tot,191,Quan Tang,458904
S1954,Kep Toc 657,San Pham Tot,977,Hoa Sinh Nhat,620868
S1955,Hoa Anh Dao 955,San Pham Tot,917,Quan Tang,878703
S1956,Nuoc Hoa 938,San Pham Tot,947,Quan Tang,591338
